AdjustedWkt,Description
POINT (143.77166666666668 53.773333333333333),NAVAREA XIII 70   SEA OF OKHOTSK   CHART RUS 62176   1. BUOY STATIONS ESTABLISHED UNTIL 30 JUL AT DEPTHS OF   A. 115 METRES IN 53-46.4N 143-46.3E   B. 110 METRES IN 53-49.4N 143-32.4E   C. 55 METRES IN 53-41.2N 143-18.4E   D. 16 METRES IN 53-32.7N 143-05.8E   2. METEOROLOGICAL BUOY UNTIL 30 JUL IN 53-53.1N 143-37.9E   3. CANCEL THIS MESSAGE 31 JUL 19
POINT (143.54 53.823333333333331),NAVAREA XIII 70   SEA OF OKHOTSK   CHART RUS 62176   1. BUOY STATIONS ESTABLISHED UNTIL 30 JUL AT DEPTHS OF   A. 115 METRES IN 53-46.4N 143-46.3E   B. 110 METRES IN 53-49.4N 143-32.4E   C. 55 METRES IN 53-41.2N 143-18.4E   D. 16 METRES IN 53-32.7N 143-05.8E   2. METEOROLOGICAL BUOY UNTIL 30 JUL IN 53-53.1N 143-37.9E   3. CANCEL THIS MESSAGE 31 JUL 19
POINT (143.30666666666667 53.686666666666667),NAVAREA XIII 70   SEA OF OKHOTSK   CHART RUS 62176   1. BUOY STATIONS ESTABLISHED UNTIL 30 JUL AT DEPTHS OF   A. 115 METRES IN 53-46.4N 143-46.3E   B. 110 METRES IN 53-49.4N 143-32.4E   C. 55 METRES IN 53-41.2N 143-18.4E   D. 16 METRES IN 53-32.7N 143-05.8E   2. METEOROLOGICAL BUOY UNTIL 30 JUL IN 53-53.1N 143-37.9E   3. CANCEL THIS MESSAGE 31 JUL 19
POINT (143.09666666666666 53.545),NAVAREA XIII 70   SEA OF OKHOTSK   CHART RUS 62176   1. BUOY STATIONS ESTABLISHED UNTIL 30 JUL AT DEPTHS OF   A. 115 METRES IN 53-46.4N 143-46.3E   B. 110 METRES IN 53-49.4N 143-32.4E   C. 55 METRES IN 53-41.2N 143-18.4E   D. 16 METRES IN 53-32.7N 143-05.8E   2. METEOROLOGICAL BUOY UNTIL 30 JUL IN 53-53.1N 143-37.9E   3. CANCEL THIS MESSAGE 31 JUL 19
POINT (143.63166666666666 53.885),NAVAREA XIII 70   SEA OF OKHOTSK   CHART RUS 62176   1. BUOY STATIONS ESTABLISHED UNTIL 30 JUL AT DEPTHS OF   A. 115 METRES IN 53-46.4N 143-46.3E   B. 110 METRES IN 53-49.4N 143-32.4E   C. 55 METRES IN 53-41.2N 143-18.4E   D. 16 METRES IN 53-32.7N 143-05.8E   2. METEOROLOGICAL BUOY UNTIL 30 JUL IN 53-53.1N 143-37.9E   3. CANCEL THIS MESSAGE 31 JUL 19
"POLYGON ((137 83, 127.5 83, 118 83, 108.5 83, 99 83, 99 80.5, 106.83333333333333 78.666666666666671, 106.83333333333333 78.333333333333329, 109.66666666666667 77.833333333333329, 121.66666666666667 77.333333333333329, 134.5 76, 137 77.166666666666671, 137 83))","LAPTEV SEA  CHARTS RUS 10102, 10104  1. ROCKET LAUNCHING 301400 TO 301800 UTC JUN 19  IN AREA TEMPORARILY DANGEROUS TO NAVIGATION BOUNDED BY  83-00.0N 099-00.0E 83-00.0N 137-00.0E 77-10.0N 137-00.0E  76-00.0N 134-30.0E 77-20.0N 121-40.0E 77-50.0N 109-40.0E  78-20.0N 106-50.0E 78-40.0N 106-50.0E 80-30.0N 099-00.0E  2. CANCEL THIS MSG 301900 UTC JUN 19"
"POLYGON ((47.606111111111112 68.5525, 46.842222222222226 67.885, 45.85 67.216666666666669, 46.717777777777776 67.028333333333336, 48.756944444444443 68.341944444444437, 47.606111111111112 68.5525))",BARENTS SEA AND CHYOSHSKAYA GUBA  CHART RUS 10100  1. ROCKET LAUNCHING 1400 TO 1800 UTC 30 JUN  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE  IN AREA BOUNDED BY 68-33-09N 047-36-22E 68-20-31N 048-45-25E  67-01-42N 046-43-04E 67-13-00N 045-51-00E 67-53-06N 046-50-32E  2. CANCEL THIS MSG 301900 UTC JUN 19
"POLYGON ((137 83, 127.5 83, 118 83, 108.5 83, 99 83, 99 80.5, 106.83333333333333 78.666666666666671, 106.83333333333333 78.333333333333329, 109.66666666666667 77.833333333333329, 121.66666666666667 77.333333333333329, 134.5 76, 137 77.166666666666671, 137 83))","LAPTEV SEA  CHARTS RUS 10102, 10104  1. ROCKET LAUNCHING 301400 TO 301800 UTC JUN 19  IN AREA TEMPORARILY DANGEROUS TO NAVIGATION BOUNDED BY 83-00.0N 099-00.0E  83-00.0N 137-00.0E 77-10.0N 137-00.0E 76-00.0N 134-30.0E 77-20.0N 121-40.0E  77-50.0N 109-40.0E 78-20.0N 106-50.0E 78-40.0N 106-50.0E 80-30.0N 099-00.0E  2. CANCEL THIS MSG 301900 UTC JUN 19"
"POLYGON ((180 78.689121167053685, 180 79.123908581237245, 176.67999999999998 78.88666666666667, 166.2 78.283333333333331, 168.2 77.88333333333334, 178.2 78.54, 180 78.689121167053685))",ARCTIC OCEAN  1. HAZARDOUS OPERATIONS SPACE DEBRIS 0202 TO 0319 UTC DAILY 06 JUL TO 05 AUG  IN AREA BOUNDED BY 78-17N 166-12E 81-18N 141-24W 81-10N 141-48W 77-53N 168-12E  2. CANCEL THIS MSG 050419 UTC AUG 19
"POLYGON ((-141.8 81.166666666666671, -141.4 81.3, -151.88 80.696666666666658, -162.36 80.093333333333334, -172.84 79.49, -179.999999 79.123908581237245, -179.999999 78.689121167053685, -171.8 79.196666666666673, -161.8 79.853333333333339, -151.8 80.51, -141.8 81.166666666666671))",ARCTIC OCEAN  1. HAZARDOUS OPERATIONS SPACE DEBRIS 0202 TO 0319 UTC DAILY 06 JUL TO 05 AUG  IN AREA BOUNDED BY 78-17N 166-12E 81-18N 141-24W 81-10N 141-48W 77-53N 168-12E  2. CANCEL THIS MSG 050419 UTC AUG 19
"POLYGON ((134.05 42.258333333333333, 133.26666666666668 42.531666666666666, 132.40833333333333 42.67, 132.15333333333334 42.77, 131.62666666666667 42.806666666666665, 131.52666666666667 42.623333333333335, 131.86333333333334 42.333333333333336, 133.325 41.37833333333333, 133.66166666666666 41.6, 133.93666666666667 41.938333333333333, 134.05 42.258333333333333))",NAVAREA XIII 82/19   SEA OF JAPAN   CHART RUS 61001   1. MISSILE EXERCISES 102100 TO 132100 UTC JUL   AND FOR 12 HOURS FROM 2200 UTC 13 TO 16 JUL IN AREA BOUNDED BY   41-22.7N 133-19.5E 42-20.0N 131-51.8E 42-37.4N 131-31.6E   42-48.4N 131-37.6E 42-46.2N 132-09.2E 42-40.2N 132-24.5E   42-31.9N 133-16.0E 42-15.5N 134-03.0E   41-56.3N 133-56.2E 41-36.0N 133-39.7E   2. CANCEL THIS MESSAGE 171100 UTC JUL 19
POINT (144.36094444444444 51.33975),NAVAREA XIII 83/19   SEA OF OKHOTSK   CHARTS RUS 62174 62175   WELL HEADS WITH HEIGHT ABOVE BOTTOM   1. 4.15 METRES IN 51-18-18.1N 144-21-39.4E   2. 4.14 METRES IN 51-20-23.1N 144-19-38.6E
POINT (144.32738888888889 51.33975),NAVAREA XIII 83/19   SEA OF OKHOTSK   CHARTS RUS 62174 62175   WELL HEADS WITH HEIGHT ABOVE BOTTOM   1. 4.15 METRES IN 51-18-18.1N 144-21-39.4E   2. 4.14 METRES IN 51-20-23.1N 144-19-38.6E
POINT (144.32738888888889 51.305027777777774),NAVAREA XIII 83/19   SEA OF OKHOTSK   CHARTS RUS 62174 62175   WELL HEADS WITH HEIGHT ABOVE BOTTOM   1. 4.15 METRES IN 51-18-18.1N 144-21-39.4E   2. 4.14 METRES IN 51-20-23.1N 144-19-38.6E
POINT (144.36094444444444 51.305027777777774),NAVAREA XIII 83/19   SEA OF OKHOTSK   CHARTS RUS 62174 62175   WELL HEADS WITH HEIGHT ABOVE BOTTOM   1. 4.15 METRES IN 51-18-18.1N 144-21-39.4E   2. 4.14 METRES IN 51-20-23.1N 144-19-38.6E
"POLYGON ((33.18333333333333 70.2, 33.083333333333336 69.88333333333334, 33.616666666666667 69.583333333333329, 34.25 69.416666666666671, 34.783333333333331 69.55, 34.716666666666669 69.9, 34.133333333333333 70.2, 33.81666666666667 70.3, 33.18333333333333 70.2))",BARENTS SEA  CHART RUS 10100  1. ROCKET LAUNCHING 1600 TO 1900 UTC 10 AND 11 JUL  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE  IN AREA BOUNDED BY 70-18.0N 033-49.0E 70-12.0N 034-08.0E 69-54.0N 034-43.0E  69-33.0N 034-47.0E 69-25.0N 034-15.0E 69-35.0N 033-37.0E 69-53.0N 033-05.0E 70-12.0N 033-11.0E  2. CANCEL THIS MSG 112000 UTC JUL 19
"POLYGON ((159.59166666666667 52.75, 159.28333333333333 52.75, 159.28333333333333 52.5, 159.59166666666667 52.5, 159.59166666666667 52.75))",NAVAREA XIII 87/19   KAMCHATKA EAST COAST   CHART RUS 62279   1. GUNNERY EXERCISES 221400 TO 261400 UTC JUL IN AREA BOUNDED BY   52-30.0N 159-17.0E 52-45.0N 159-17.0E   52-45.0N 159-35.5E 52-30.0N 159-35.5E   2. CANCEL THIS MESSAGE 261500 UTC JUL 19
POINT (143.865 52.215),NAVAREA XIII 89/19   SEA OF OKHOTSK   CHART RUS 62175   1. BOTTOM STATIONS ESTABLISHED UNTIL 10 SEP   A. ON DEPTH 58 METRES IN 52-12.9N 143-51.9E   B. ON DEPTH 70 METRES IN 52-13.1N 143-55.6E   1.1 MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 11 SEP 19
POINT (143.92666666666668 52.218333333333334),NAVAREA XIII 89/19   SEA OF OKHOTSK   CHART RUS 62175   1. BOTTOM STATIONS ESTABLISHED UNTIL 10 SEP   A. ON DEPTH 58 METRES IN 52-12.9N 143-51.9E   B. ON DEPTH 70 METRES IN 52-13.1N 143-55.6E   1.1 MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 11 SEP 19
"POLYGON ((33.633333333333333 69.966666666666669, 33.633333333333333 69.575, 35 69.575, 35 69.966666666666669, 33.633333333333333 69.966666666666669))",BARENTS SEA  CHART RUS 11114  1. MISSILE AND ARTILLERY FIRING 0500 TO 1900 UTC DAILY 20 TO 23 JUL  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE  IN AREA BOUNDED BY 69-58.0N 033-38.0E 69-58.0N 035-00.0E 69-34.5N 035-00.0E 69-34.5N 033-38.0E  2. CANCEL THIS MSG 232000 UTC JUL 19
"POLYGON ((144.72472222222223 51.526666666666664, 144.10305555555556 51.543333333333329, 144.10361111111109 51.581666666666671, 143.40444444444444 51.581944444444446, 143.66722222222222 50.813333333333333, 144.88527777777776 50.79944444444444, 144.72472222222223 51.526666666666664))",NAVAREA XIII 90/19   SEA OF OKHOTSK   CHART RUS 61020   1. ENGINEERING RESEARCH BY VESSEL FYODOR KOVROV 28 JUL TO 15 SEP   IN AREA BOUNDED BY 51-34-55N 143-24-16E 51-34-54N 144-06-13E   51-32-36N 144-06-11E 51-31-36N 144-43-29E 50-47-58N 144-53-07E   50-48-48N 143-40-02E COASTLINE   ONE MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 SEP 19   3. CANCEL 80/19 AND THIS PARA
POINT (134.23333333333332 42.81666666666667),NAVAREA XIII 91/19   SEA OF JAPAN   CHART RUS 63005   1. AREA TEMPORARILY DANGEROUS TO NAVIGATION   311400 JUL TO 051400 UTC AUG 42-49.0N 134-14.0E 42-57.0N 134-14.0E   43-04.0N 134-27.6E 43-04.0N 134-42.2E 42-49.0N 134-42.2E   2. CANCEL THIS MESSAGE 051500 UTC AUG 19
POINT (134.23333333333332 42.95),NAVAREA XIII 91/19   SEA OF JAPAN   CHART RUS 63005   1. AREA TEMPORARILY DANGEROUS TO NAVIGATION   311400 JUL TO 051400 UTC AUG 42-49.0N 134-14.0E 42-57.0N 134-14.0E   43-04.0N 134-27.6E 43-04.0N 134-42.2E 42-49.0N 134-42.2E   2. CANCEL THIS MESSAGE 051500 UTC AUG 19
POINT (134.46 43.06666666666667),NAVAREA XIII 91/19   SEA OF JAPAN   CHART RUS 63005   1. AREA TEMPORARILY DANGEROUS TO NAVIGATION   311400 JUL TO 051400 UTC AUG 42-49.0N 134-14.0E 42-57.0N 134-14.0E   43-04.0N 134-27.6E 43-04.0N 134-42.2E 42-49.0N 134-42.2E   2. CANCEL THIS MESSAGE 051500 UTC AUG 19
POINT (134.70333333333335 43.06666666666667),NAVAREA XIII 91/19   SEA OF JAPAN   CHART RUS 63005   1. AREA TEMPORARILY DANGEROUS TO NAVIGATION   311400 JUL TO 051400 UTC AUG 42-49.0N 134-14.0E 42-57.0N 134-14.0E   43-04.0N 134-27.6E 43-04.0N 134-42.2E 42-49.0N 134-42.2E   2. CANCEL THIS MESSAGE 051500 UTC AUG 19
POINT (134.70333333333335 42.81666666666667),NAVAREA XIII 91/19   SEA OF JAPAN   CHART RUS 63005   1. AREA TEMPORARILY DANGEROUS TO NAVIGATION   311400 JUL TO 051400 UTC AUG 42-49.0N 134-14.0E 42-57.0N 134-14.0E   43-04.0N 134-27.6E 43-04.0N 134-42.2E 42-49.0N 134-42.2E   2. CANCEL THIS MESSAGE 051500 UTC AUG 19
"POLYGON ((147.71527777777777 58.4125, 147.67222222222222 58.409444444444446, 147.66472222222222 58.388888888888886, 147.70944444444444 58.385833333333331, 147.71527777777777 58.4125))",NAVAREA XIII 93/19   SEA OF OKHOTSK   CHART RUS 62185   1. GEOLOGICAL RESEARCH BY VESSEL ALDAN 01 AUG TO 30 SEP   IN AREA BOUNDED BY 58-23-20N 147-39-53E 58-24-34N 147-40-20E   58-24-45N 147-42-55E 58-23-09N 147-42-34E   CAUTION ADVISED   2. CANCEL THIS MESSAGE 01 OCT 19
"POLYGON ((160.98611111111109 60.038333333333334, 159.88027777777779 60.415, 159.02972222222223 59.774166666666666, 157.7511111111111 60.183888888888887, 157.1227777777778 59.675, 157.26388888888889 58.671388888888885, 158.61972222222224 58.223055555555554, 160.98611111111109 60.038333333333334))",NAVAREA XIII 95/19   ZALIV SHELIKHOVA   CHART RUS 60102   1. SEISMIC SURVEY WORKS BY VESSEL ACADEMIC FERSMAN   TOWING CABLE 5 MILES LONG MARKED BY LIGHT YELLOW BUOY W FL   31 JUL TO 31 OCT IN AREA BOUNDED BY 58-13-23N 158-37-11E   58-40-17N 157-15-50E 59-40-30N 157-07-22E 60-11-02N 157-45-04E   59-46-27N 159-01-47E 60-24-54N 159-52-49E 60-02-18N 160-59-10E   SPEED 4.5-5 KNOTS CAUTION ADVISED   TWO MILE AHEAD SIX MILE ASTERN FOUR MILE ABEAM BERTH REQUESTED   2. CANCEL THIS MESSAGE 01 NOV 19   3. CANCEL 94/19 AND THIS PARA
"POLYGON ((55.366666666666667 76.433333333333337, 42.533333333333331 69.1, 43.416666666666664 68.88333333333334, 50.5 72.05, 49.533333333333331 72.3, 49.416666666666664 72.533333333333331, 50.583333333333336 72.416666666666671, 56.766666666666666 76.266666666666666, 55.366666666666667 76.433333333333337))",BARENTS SEA  CHART RUS 10100  1. SPECIAL ACTIVITIES 0200 TO 2059 UTC DAILY 26 TO 30 JUL  IN AREAS DANGEROUS TO NAVIGATION BOUNDED BY  A. 72-18.0N 049-32.0E 72-03.0N 050-30.0E 68-53.0N 043-25.0E 69-06.0N 042-32.0E  B. 76-26.0N 055-22.0E 76-16.0N 056-46.0E 72-25.0N 050-35.0E 72-32.0N 049-25.0E  2. CANCEL THIS MSG 302159 UTC JUL 19
"POLYGON ((55.366666666666667 76.433333333333337, 42.533333333333331 69.1, 43.416666666666664 68.88333333333334, 50.5 72.05, 49.533333333333331 72.3, 49.416666666666664 72.533333333333331, 50.583333333333336 72.416666666666671, 56.766666666666666 76.266666666666666, 55.366666666666667 76.433333333333337))",BARENTS SEA  CHART RUS 10100  1. SPECIAL ACTIVITIES 31 JUL 0200 TO 2059 UTC  IN AREAS DANGEROUS TO NAVIGATION BOUNDED BY  A. 72-18.0N 049-32.0E 72-03.0N 050-30.0E 68-53.0N 043-25.0E 69-06.0N 042-32.0E  B. 76-26.0N 055-22.0E 76-16.0N 056-46.0E 72-25.0N 050-35.0E 72-32.0N 049-25.0E  2. CANCEL THIS MSG 312159 UTC JUL 19
POINT (159.28333333333333 52.333333333333336),NAVAREA XIII 97/19   KAMCHATKA EAST COAST   CHART RUS 62279   1. MISSILE AND GUNNERY EXERCISES 131400 TO 201400 UTC AUG   IN AREA 52-20N 159-17E 52-45N 159-17E 52-45N 160-13E 52-20N 160-13E   2. CANCEL THIS MESSAGE 201500 UTC AUG 19
POINT (159.28333333333333 52.75),NAVAREA XIII 97/19   KAMCHATKA EAST COAST   CHART RUS 62279   1. MISSILE AND GUNNERY EXERCISES 131400 TO 201400 UTC AUG   IN AREA 52-20N 159-17E 52-45N 159-17E 52-45N 160-13E 52-20N 160-13E   2. CANCEL THIS MESSAGE 201500 UTC AUG 19
POINT (160.21666666666667 52.75),NAVAREA XIII 97/19   KAMCHATKA EAST COAST   CHART RUS 62279   1. MISSILE AND GUNNERY EXERCISES 131400 TO 201400 UTC AUG   IN AREA 52-20N 159-17E 52-45N 159-17E 52-45N 160-13E 52-20N 160-13E   2. CANCEL THIS MESSAGE 201500 UTC AUG 19
POINT (160.21666666666667 52.333333333333336),NAVAREA XIII 97/19   KAMCHATKA EAST COAST   CHART RUS 62279   1. MISSILE AND GUNNERY EXERCISES 131400 TO 201400 UTC AUG   IN AREA 52-20N 159-17E 52-45N 159-17E 52-45N 160-13E 52-20N 160-13E   2. CANCEL THIS MESSAGE 201500 UTC AUG 19
POINT (143.72805555555556 52.379444444444445),NAVAREA XIII 98/19   SEA OF OKHOTSK   CHART RUS 63113   CURRENT METERS ESTABLISHED IN   1. 52-22-46N 143-43-41E   2. 52-25-39N 143-41-15E
POINT (143.6875 52.427499999999995),NAVAREA XIII 98/19   SEA OF OKHOTSK   CHART RUS 63113   CURRENT METERS ESTABLISHED IN   1. 52-22-46N 143-43-41E   2. 52-25-39N 143-41-15E
"POLYGON ((35.5 70.583333333333329, 35.5 69.75, 42.916666666666664 69.75, 42.916666666666664 71.5, 38 71.5, 35.5 70.583333333333329))",BARENTS SEA  CHART RUS 10100  1. ROCKET LAUNCHING 0500 TO 1700 UTC 12 TO 15 AUG  IN AREA DANGEROUS TO NAVIGATION BOUNDED BY 71-30.0N 038-00.0E  71-30.0N 042-55.0E 69-45.0N 042-55.0E 69-45.0N 035-30.0E 70-35.0N 035-30.0E  2. CANCEL THIS MSG 151800 UTC AUG 19
POINT (33.633333333333333 69.966666666666669),BARENTS SEA  CHART RUS 10100  1. ARTILLERY FIRING 0500 TO 2059 UTC DAILY 13 TO 16 AUG  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE  IN AREA 69-58.0N 033-38.0E 69-58.0N 034-47.0E 69-34.5N 034-47.0E 69-34.5N 033-38.0E  2. CANCEL THIS MSG 162159 UTC AUG 19
POINT (34.783333333333331 69.966666666666669),BARENTS SEA  CHART RUS 10100  1. ARTILLERY FIRING 0500 TO 2059 UTC DAILY 13 TO 16 AUG  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE  IN AREA 69-58.0N 033-38.0E 69-58.0N 034-47.0E 69-34.5N 034-47.0E 69-34.5N 033-38.0E  2. CANCEL THIS MSG 162159 UTC AUG 19
POINT (34.783333333333331 69.575),BARENTS SEA  CHART RUS 10100  1. ARTILLERY FIRING 0500 TO 2059 UTC DAILY 13 TO 16 AUG  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE  IN AREA 69-58.0N 033-38.0E 69-58.0N 034-47.0E 69-34.5N 034-47.0E 69-34.5N 033-38.0E  2. CANCEL THIS MSG 162159 UTC AUG 19
POINT (33.633333333333333 69.575),BARENTS SEA  CHART RUS 10100  1. ARTILLERY FIRING 0500 TO 2059 UTC DAILY 13 TO 16 AUG  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE  IN AREA 69-58.0N 033-38.0E 69-58.0N 034-47.0E 69-34.5N 034-47.0E 69-34.5N 033-38.0E  2. CANCEL THIS MSG 162159 UTC AUG 19
"POLYGON ((52.5 74.783333333333331, 42.533333333333331 69.1, 43.416666666666664 68.88333333333334, 50.5 72.05, 49.533333333333331 72.3, 49.416666666666664 72.533333333333331, 50.583333333333336 72.416666666666671, 53.75 74.666666666666671, 52.5 74.783333333333331))",BARENTS SEA  CHART RUS 10100  SPECIAL ACTIVITIES 120500 TILL 172359 UTC AUG  IN AREAS DANGEROUS TO NAVIGATION BOUNDED BY  A. 72-18.0N 049-32.0E 72-03.0N 050-30.0E 68-53.0N 043-25.0E 69-06.0N 042-32.0E  B. 74-47.0N 052-30.0E 74-40.0N 053-45.0E 72-25.0N 050-35.0E 72-32.0N 049-25.0E  2. CANCEL THIS MSG 180059 UTC AUG 19
"POLYGON ((164.67833333333334 52.03, 164.05833333333334 53.421666666666667, 162.46333333333334 54.295, 160.69666666666666 52.783333333333331, 160.33666666666667 52.783333333333331, 159.81666666666666 52.513333333333335, 158.75333333333333 52.241666666666667, 158.68833333333333 51.453333333333333, 158.865 50.781666666666666, 159.645 50.728333333333332, 160.38666666666666 51.013333333333335, 162.29833333333335 49.766666666666666, 162.8 49.766666666666666, 164.205 50.586666666666666, 164.67833333333334 52.03))",NAVAREA XIII 101/19   KAMCHATKA SOUTH EAST COAST   CHART RUS 60103   1. MISSILE EXERCISES FOR 12 HOURS FROM 2200 UTC 20 TO 23 AUG   IN AREA BOUNDED BY 50-46.9N 158-51.9E 51-27.2N 158-41.3E   52-14.5N 158-45.2E 52-30.8N 159-49.0E 52-47.0N 160-20.2E 52-47.0N 160-41.8E 54-17.7N 162-27.8E 53-25.3N 164-03.5E   52-01.8N 164-40.7E 50-35.2N 164-12.3E 49-46.0N 162-48.0E   49-46.0N 162-17.9E 51-00.8N 160-23.2E 50-43.7N 159-38.7E   2. CANCEL THIS MESSAGE 241100 UTC AUG 19
POINT (144.30927777777779 51.364444444444445),NAVAREA XIII 102/19   SEA OF OKHOTSK   CHART RUS 62175   WELL HEAD 3.96 METRES ABOVE BOTTOM IN 51-21-52.0N 144-18-33.4E
"POLYGON ((164.67833333333334 52.03, 164.05833333333334 53.421666666666667, 162.46333333333334 54.295, 160.69666666666666 52.783333333333331, 160.33666666666667 52.783333333333331, 159.81666666666666 52.513333333333335, 158.75333333333333 52.241666666666667, 158.68833333333333 51.453333333333333, 158.865 50.781666666666666, 159.645 50.728333333333332, 160.38666666666666 51.013333333333335, 162.29833333333335 49.766666666666666, 162.8 49.766666666666666, 164.205 50.586666666666666, 164.67833333333334 52.03))",NAVAREA XIII 104/19   KAMCHATKA SOUTH EAST COAST   CHART RUS 60103   1. MISSILE EXERCISES FOR 12 HOURS FROM 2200 UTC 27 AUG TO 02 SEP   IN AREA BOUNDED BY 50-46.9N 158-51.9E 51-27.2N 158-41.3E   52-14.5N 158-45.2E 52-30.8N 159-49.0E 52-47.0N 160-20.2E   52-47.0N 160-41.8E 54-17.7N 162-27.8E 53-25.3N 164-03.5E   52-01.8N 164-40.7E 50-35.2N 164-12.3E 49-46.0N 162-48.0E   49-46.0N 162-17.9E 51-00.8N 160-23.2E 50-43.7N 159-38.7E   2. CANCEL THIS MESSAGE 031100 UTC SEP 19
"POLYGON ((143.819 52.511, 143.5650277777778 52.511, 143.5650277777778 52.272083333333335, 143.819 52.272083333333335, 143.819 52.511))",NAVAREA XIII 105/19   SEA OF OKHOTSK   CHART RUS 62175   1. ENGINEERING RESEARCH BY VESSEL TRIAS 27 AUG TO 30 SEP IN AREA   52-16-22.4N 143-42-20.4E 52-24-19.8N 143-39-48.9E   52-24-19.8N 143-33-54.1E 52-30-39.6N 143-34-33.6E   52-30-38.0N 143-44-44.2E 52-16-19.5N 143-49-08.4E   2. CANCEL THIS MESSAGE 01 OCT 19
POINT (141.30833333333334 45.533333333333331),NAVAREA XIII 109/19   SEA OF JAPAN   CHART RUS 62012   1. GUNNERY EXERCISES 03 05 06 SEP 0000 TO 0800 UTC IN AREA   WITHIN 5 MILE RADIUS OF 45-32.0N 141-18.5E   2. CANCEL THIS MESSAGE 060900 UTC SEP 19
"POLYGON ((164.67833333333334 52.03, 164.05833333333334 53.421666666666667, 162.46333333333334 54.295, 160.69666666666666 52.783333333333331, 160.33666666666667 52.783333333333331, 159.81666666666666 52.513333333333335, 158.75333333333333 52.241666666666667, 158.68833333333333 51.453333333333333, 158.865 50.781666666666666, 159.645 50.728333333333332, 160.38666666666666 51.013333333333335, 162.29833333333335 49.766666666666666, 162.8 49.766666666666666, 164.205 50.586666666666666, 164.67833333333334 52.03))",NAVAREA XIII 110/19   KAMCHATKA SOUTH EAST COAST   CHART RUS 60103   1. MISSILE EXERCISES FOR 12 HOURS FROM 2200 UTC 03 TO 06 SEP   IN AREA BOUNDED BY 50-46.9N 158-51.9E 51-27.2N 158-41.3E   52-14.5N 158-45.2E 52-30.8N 159-49.0E 52-47.0N 160-20.2E   52-47.0N 160-41.8E 54-17.7N 162-27.8E 53-25.3N 164-03.5E   52-01.8N 164-40.7E 50-35.2N 164-12.3E 49-46.0N 162-48.0E   49-46.0N 162-17.9E 51-00.8N 160-23.2E 50-43.7N 159-38.7E   2. CANCEL THIS MESSAGE 071100 UTC SEP 19
POINT (144.31436111111111 51.307638888888889),NAVAREA XIII 111/19   SEA OF OKHOTSK   1. WELL HEAD 4.15 METRES ABOVE BOTTOM IN 51-18-27.5N 144-18-51.7E   2. CANCEL 132 89/19 AND THIS PARA
"POLYGON ((181.415999999998 80.7900000000001,170.938000000005 80.7900000000001,170.938000000005 89.26,181.415999999998 89.26,181.415999999998 80.7900000000001))",ARCTIC OCEAN  1. MISSILE FIRING EXERCISES FROM 232230 TO 240530 FROM 242230 TO 250530  FROM 260930 TO 261730 UTC AUG 19 IN AREAS DANGEROUS TO NAVIGATION  A. 87-13.8N 072-31.2W 87-09.0N 138-08.4W 87-37.8N 147-09.0W 89-15.6N 160-27.6E  88-46.2N 035-21.6E 87-06.6N 000-31.8E 87-07.2N 011-58.2W  B. 84-52.8N 035-17.4E 85-49.2N 044-54.0E 85-51.6N 064-33.0E  84-15.0N 062-07.8E 82-26.4N 058-39.0E 81-26.4N 053-10.2E  80-47.4N 042-40.2E 83-01.2N 036-00.0E 84-09.0N 034-37.8E  2. CANCEL THIS MSG 261830 UTC AUG 19  4
"POLYGON ((34.099999999999845 69.449999999999861, 56.550000000000182 69.449999999999861, 56.550000000000182 77.049999999999812, 34.099999999999845 77.049999999999812, 34.099999999999845 69.449999999999861))",BARENTS SEA  CHART RUS 10100  1. MISSILE FIRING FROM 240030 TO 240900 FROM 250030 TO 252000  FROM 261130 TO 262000 UTC AUG NAVIGATION PROHIBITED IN TERRITORIAL WATERS  DANGEROUS OUTSIDE IN AREAS BOUNDED BY  A. 70-22.0N 035-00.0E 70-03.5N 036-25.5E 69-27.0N 035-35.0E 69-27.0N 034-10.0E 69-47.0N 034-06.0E  B. 77-03.0N 053-02.0E 75-58.0N 056-33.0E 75-05.0N 052-13.0E 76-04.0N 048-53.0E  2. CANCEL THIS MSG 262100 UTC AUG 19
"POLYGON ((43 76.833333333333329, 43.5 71.833333333333329, 45.666666666666664 71.833333333333329, 45.666666666666664 76.833333333333329, 43 76.833333333333329))",BARENTS SEA  CHART RUS 10100  1. SPECIAL ACTIVITIES 262100 AUG TO 032100 UTC SEP  IN AREA DANGEROUS TO NAVIGATION BOUNDED BY  76-50.0N 043-00.0E 76-50.0N 045-40.0E 71-50.0N 045-40.0E 71-50.0N 043-30.0E  2. CANCEL THIS MSG 032200 UTC SEP 19
